名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
Plane (23),140,Stage,21.1,19.89,181.5,0,90,90,4,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (24),151,Stage,-21.1,19.89,181.5,0,90,90,4,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (25),23,Stage,-23,19.89,201.57,90,90,0,5,1,4,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (26),102,Stage,22.6,19.89,201.57,90,270,0,5,1,4,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (27),277,Stage,38,13.2,267.3,90,270,0,10,1,10,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (28),213,Stage,-44.6,13.2,265.7,90,90,0,10,1,10,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (9),19,Stage,17.5,5,104.6,270,0,0,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (8),238,Stage,-12.1,5,135,0,90,90,2,1,1,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (10),40,Stage,-17.1,5,104.6,270,0,0,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (12),12,Stage,0,5,15.4,0,90,90,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (13),98,Stage,-7.1,5,35,90,90,0,5,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (14),25,Stage,7.5,5,35,90,270,0,5,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (15),300,Stage,17.5,5,60,0,90,90,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (16),205,Stage,-17.1,5,60,0,90,90,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (17),105,Stage,-22.1,5,83.77,90,90,0,5,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (18),164,Stage,22.5,5,83.77,90,270,0,5,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (21),333,Stage,11.1,10,156.5,90,270,0,5,1,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (22),82,Stage,-11.1,10,156.5,90,90,0,5,1,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (19),20,Stage,7.5,5,120,90,270,0,3,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (20),57,Stage,-7.1,5,120,90,90,0,3,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (2),194,Stage,0,0.4,199.58,0,0,0,5,1,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (11),199,Stage,0,12.43,174.3,0,0,0,3,1,1.5,Collision/Plane,Static,Object,0,0,0,0,0,None
Cube,271,Stage,-7,5,104.6,0,0,0,2.5,20,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (2),122,Stage,-7,5,134.79,0,0,0,2.5,20,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (1),69,Stage,7,5,104.6,0,0,0,2.5,20,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (3),250,Stage,7,5,134.79,0,0,0,2.5,20,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube,86,Stage,0,6.4,181.5,0,0,0,50,12,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (12),198,Stage,0,2.4,167.3,0,0,0,50,20,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (1),303,Stage,32.5,20,224.8,0,0,0,50,40,0.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (4),89,Stage,-32.5,20,224.8,0,0,0,50,40,0.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube,10,Stage,0,0.15,249,0,0,0,15,0.5,50,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (5),326,Stage,0,0.15,277.5,0,90,0,15,0.5,30,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (6),197,Stage,20.32,0.15,285.97,0,45,0,15,0.5,30,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (7),177,Stage,-20.2,0.15,285.99,0,315,0,15,0.5,30,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube,322,Stage,8.77,-0.91,143.27,0,0,0,2.5,10,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (13),72,Stage,-1.56,-2.98,139.69,0,0,0,3,5,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (8),255,Stage,-5.41,1,152.17,0,0,0,2.5,10,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (11),141,Stage,-0.19,2.97,158.4,0,0,0,2.5,15,2.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (1),223,Stage,8.519,4.15,142.99,0,0,0,5,0.5,6,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (9),116,Stage,-5.65,6,152.02,0,0,0,6,0.5,6,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (10),233,Stage,-0.21,10.29,158.54,0,0,0,6,0.5,6,Collision/Cube,Static,Object,0,0,0,0,0,None
water,81,Stage,5,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,24,Stage,5,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,112,Stage,5,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,60,Stage,5,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,38,Stage,5,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,44,Stage,24.94,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,85,Stage,24.94,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,59,Stage,24.94,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,200,Stage,24.94,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,317,Stage,24.94,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,206,Stage,-13.78,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,75,Stage,-13.78,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,163,Stage,-13.78,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,168,Stage,-13.78,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,232,Stage,-13.78,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,78,Stage,-32.8,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,204,Stage,-32.8,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,146,Stage,-32.8,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,316,Stage,-32.8,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,26,Stage,-32.8,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,110,Stage,42.2,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,136,Stage,52.1,-2.8,256.82,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,114,Stage,42.2,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,288,Stage,52.1,-2.8,313.78,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,269,Stage,42.2,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,257,Stage,52.1,-2.8,323.47,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,290,Stage,42.2,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,274,Stage,52.1,-2.8,332.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,259,Stage,42.2,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,236,Stage,52.1,-2.8,342.5,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,165,Stage,5,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,29,Stage,5,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,3,Stage,24.94,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,291,Stage,24.94,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,252,Stage,-13.78,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,148,Stage,-13.78,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,298,Stage,-32.8,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,284,Stage,-32.8,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,32,Stage,42.2,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,221,Stage,52.1,-2.8,227.92,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,71,Stage,42.2,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,186,Stage,52.1,-2.8,284.88,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,305,Stage,5,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,209,Stage,5,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,51,Stage,24.94,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,216,Stage,24.94,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,299,Stage,-13.78,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,323,Stage,-13.78,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,312,Stage,-32.8,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,65,Stage,-32.8,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,313,Stage,42.2,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,242,Stage,52.1,-2.8,246.9,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,139,Stage,42.2,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,265,Stage,52.1,-2.8,303.86,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,111,Stage,5,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,218,Stage,5,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,318,Stage,24.94,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,302,Stage,24.94,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,275,Stage,-13.78,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,120,Stage,-13.78,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,246,Stage,-32.8,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,37,Stage,-32.8,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,251,Stage,42.2,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,241,Stage,52.1,-2.8,218,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,311,Stage,42.2,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,106,Stage,52.1,-2.8,274.96,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,113,Stage,5,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,125,Stage,5,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,171,Stage,24.94,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,227,Stage,24.94,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,262,Stage,-13.78,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,253,Stage,-13.78,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,156,Stage,-32.8,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,121,Stage,-32.8,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,207,Stage,42.2,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,107,Stage,52.1,-2.8,237.64,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,220,Stage,42.2,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,215,Stage,52.1,-2.8,294.6,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,63,Stage,5,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,145,Stage,5,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,67,Stage,24.94,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,190,Stage,24.94,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,278,Stage,-13.78,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,282,Stage,-13.78,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,42,Stage,-32.8,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,39,Stage,-32.8,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,55,Stage,42.2,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,280,Stage,52.1,-2.8,208.74,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,138,Stage,42.2,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,93,Stage,52.1,-2.8,265.7,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,179,Stage,-5,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,283,Stage,-5,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,158,Stage,-5,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,324,Stage,-5,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,76,Stage,-5,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,126,Stage,14.94,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,189,Stage,14.94,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,258,Stage,14.94,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,247,Stage,14.94,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,273,Stage,14.94,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,47,Stage,-23.78,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,96,Stage,-23.78,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,150,Stage,-23.78,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,225,Stage,-23.78,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,7,Stage,-23.78,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
