Name,PosX,PosY,PosZ,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ,GroupTag,HP,Armor,AttackPower,Speed,SearchPlaceRang,ViewingAngle,SearchDistance,ModelRotateSpeed
Grass,174.21,3.67,8.44,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,173.33,3.67,4.77,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,193.79,5.73,-4.85,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,208.57,5.73,-0.86,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,208.57,5.73,-0.86,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,203.35,5.73,-6.51,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,197.85,5.73,-9.88,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,207.24,5.73,-7.92,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,212.98,5.73,-14.47,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,218.79,5.73,-6.68,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,201.49,5.73,11.01,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,197.04,5.73,9.98,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,206.45,5.73,12.3,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,221.63,5.73,-0.62,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,231.1,5.73,8.63,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,217.78,5.73,6.68,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,221.41,5.73,15.87,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,226.63,5.73,12.34,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,226.8,5.73,19.8,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,222.9,5.73,23.7,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,234.92,5.73,28.6,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,231.19,5.73,40.88,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,241.19,5.73,40.48,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,233.71,5.73,47.43,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,236.51,5.73,76.39,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,236.04,5.73,70.99,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,243.02,5.73,105.61,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,230.18,5.73,87.27,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,226.31,5.73,104.48,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,233.11,5.73,51.78,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,38.51,0.21,8.67,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,-10.42,0.56,1.57,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,-13.67,0.56,7.4,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,-14.04,0.56,3.84,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Grass,-3.58,0.56,4.62,0,0,0,1,1,1,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,51.43705,0.6300001,8.92,270,179.8307,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,12.3,0.19,8.8,270,179.8307,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,104.6,3.4,13.82,270,141.2156,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,149.9376,3.63,31.33508,270,170.927,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,214.96,5.77,17.84,270,128.6531,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
Arrow_Side,189.07,5.77,13.53,270,189.6514,0,100,100,100,Untagged,0,0,0,0,0,0,0,0
