名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
floor (26),322,Stage,0,0,45,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (27),341,Stage,5,0,45,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (28),171,Stage,-5,0,45,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (29),2,Stage,0,0,50,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (30),31,Stage,5,0,50,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (31),241,Stage,-5,0,50,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (32),139,Stage,0,0,55,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (33),1,Stage,5,0,55,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (34),256,Stage,-5,0,55,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (35),6,Stage,0,0,60,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (36),277,Stage,5,0,60,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (38),12,Stage,10,0,45,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (39),60,Stage,10,0,50,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (40),195,Stage,10,0,55,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (41),64,Stage,10,0,60,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (46),162,Stage,10,0,65,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (42),124,Stage,-10,0,45,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (43),70,Stage,-10,0,50,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (44),289,Stage,-10,0,55,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (45),199,Stage,-10,0,60,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (47),90,Stage,-10,0.3,65,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (37),197,Stage,-5,0,60,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (48),32,Stage,0,5.1,80,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (49),337,Stage,5,5.1,80,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (50),73,Stage,10,5.1,80,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (51),28,Stage,-10,5.1,80,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (52),54,Stage,-5,5.1,80,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (53),14,Stage,0,5.1,85,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (54),278,Stage,5,5.1,85,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (55),152,Stage,10,5.1,85,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (56),326,Stage,-10,5.1,85,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (57),51,Stage,-5,5.1,85,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (58),147,Stage,0,5.1,90,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (59),268,Stage,5,5.1,90,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (60),119,Stage,10,5.1,90,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (61),185,Stage,-10,5.1,90,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (62),37,Stage,-5,5.1,90,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (63),274,Stage,0,5.1,95,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (68),312,Stage,0,5.1,100,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (155),265,Stage,0,5.1,100,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (156),320,Stage,5,5.1,100,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (157),201,Stage,-5,5.1,100,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (69),166,Stage,0,5.1,105,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (70),305,Stage,0,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (72),269,Stage,-5,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (129),261,Stage,-10,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (152),180,Stage,-15,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (151),103,Stage,-10,5.1,105,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (71),170,Stage,5,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (138),202,Stage,10,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (150),133,Stage,10,5.1,105,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (149),222,Stage,15,5.1,110,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (127),231,Stage,-5,5.1,105,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (128),155,Stage,5,5.1,105,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (124),279,Stage,0,5.1,150,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (125),240,Stage,-5,5.1,150,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (130),66,Stage,-10,5.1,150,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (126),345,Stage,5,5.1,150,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (139),143,Stage,10,5.1,150,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (73),17,Stage,0,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (74),149,Stage,-5,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (75),343,Stage,5,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (76),178,Stage,-10,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (131),135,Stage,-15,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (153),218,Stage,-20,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (77),151,Stage,10,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (140),87,Stage,15,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (148),129,Stage,20,5.1,115,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (119),157,Stage,0,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (120),79,Stage,-5,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (121),270,Stage,5,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (122),262,Stage,-10,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (132),181,Stage,-15,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (123),23,Stage,10,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (141),109,Stage,15,5.1,145,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (80),159,Stage,0,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (81),56,Stage,-5,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (82),116,Stage,5,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (83),99,Stage,-10,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (84),280,Stage,10,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (78),63,Stage,-15,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (133),239,Stage,-20,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (154),45,Stage,-25,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (79),173,Stage,15,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (142),283,Stage,20,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (112),276,Stage,0,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (113),183,Stage,-5,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (114),77,Stage,5,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (115),327,Stage,-10,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (116),57,Stage,10,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (117),114,Stage,-15,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (134),223,Stage,-20,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (118),34,Stage,15,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (143),131,Stage,20,5.1,140,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (85),217,Stage,0,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (86),321,Stage,-5,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (87),94,Stage,5,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (88),309,Stage,-10,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (89),153,Stage,10,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (90),318,Stage,-15,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (91),8,Stage,15,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (92),294,Stage,-20,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (135),236,Stage,-25,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (93),336,Stage,20,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (144),255,Stage,25,5.1,125,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (147),245,Stage,25,5.1,120,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (94),275,Stage,0,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (95),160,Stage,-5,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (96),203,Stage,5,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (97),22,Stage,-10,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (98),58,Stage,10,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (99),69,Stage,-15,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (100),311,Stage,15,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (101),123,Stage,-20,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (136),273,Stage,-25,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (102),172,Stage,20,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (145),95,Stage,25,5.1,130,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (103),78,Stage,0,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (104),303,Stage,-5,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (105),142,Stage,5,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (106),302,Stage,-10,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (107),53,Stage,10,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (108),121,Stage,-15,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (109),212,Stage,15,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (110),55,Stage,-20,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (137),176,Stage,-25,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (111),21,Stage,20,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (146),175,Stage,25,5.1,135,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (64),59,Stage,5,5.1,95,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (65),188,Stage,10,5.1,95,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (66),98,Stage,-10,5.1,95,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (67),235,Stage,-5,5.1,95,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (17),331,Stage,5,0,20,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (18),234,Stage,5,0,25,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (19),198,Stage,5,0,30,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (20),27,Stage,5,0,35,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (21),117,Stage,-5,0,20,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (22),154,Stage,-5,0,25,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (23),92,Stage,-5,0,30,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
floor (24),316,Stage,-5,0,35,0,0,0,5,5,5,Stage1/floor,Static,Object,1,1,0,0,0,None
wall-fortified-half,76,Stage,-5,0,0,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (1),210,Stage,-5,0,5,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (2),62,Stage,-5,0,-5,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (16),88,Stage,-5,0,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (18),324,Stage,0,0,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (17),246,Stage,5,0,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (19),138,Stage,-5,5,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (20),313,Stage,0,5,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (21),339,Stage,5,5,-5.47,0,270,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (3),91,Stage,-5,0,10,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (4),110,Stage,-5,5,0,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (5),196,Stage,-5,5,5,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (6),244,Stage,-5,5,-5,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (7),74,Stage,-5,5,10,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (8),191,Stage,5,0,0,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (9),238,Stage,5,0,5,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (10),182,Stage,5,0,-5,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (11),18,Stage,5,0,10,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (12),184,Stage,5,5,0,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (13),249,Stage,5,5,5,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (14),108,Stage,5,5,-5,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (15),214,Stage,5,5,10,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (22),130,Stage,-5,0,20,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (23),107,Stage,-5,5,20,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (24),158,Stage,5,0,20,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (25),44,Stage,5,5,20,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (26),163,Stage,-5,0,25,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (27),164,Stage,-5,5,25,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (28),132,Stage,5,0,25,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (29),89,Stage,5,5,25,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (30),128,Stage,-5,0,30,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (31),11,Stage,-5,5,30,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (32),85,Stage,5,0,30,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (33),29,Stage,5,5,30,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (34),229,Stage,-5,0,35,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (35),161,Stage,-5,5,35,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (42),80,Stage,-10,0,45,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (43),264,Stage,-10,5,45,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (44),101,Stage,-10,0,50,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (45),192,Stage,-10,5,50,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (46),9,Stage,-10,0,55,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (47),206,Stage,-10,5,55,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (48),296,Stage,-10,0,60,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (49),213,Stage,-10,5,60,0,0,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (50),111,Stage,10,0,45,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (51),288,Stage,10,5,45,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (52),325,Stage,10,0,50,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (53),4,Stage,10,5,50,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (54),266,Stage,10,0,55,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (55),52,Stage,10,5,55,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (56),25,Stage,10,0,60,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (57),144,Stage,10,5,60,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (62),167,Stage,12.5,5,65,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (63),247,Stage,12.5,10,65,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (64),225,Stage,12.5,15,65,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (65),215,Stage,12.5,5,70,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (66),141,Stage,12.5,10,70,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (67),39,Stage,12.5,15,70,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (68),284,Stage,12.5,5,75,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (69),315,Stage,12.5,10,75,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (70),125,Stage,12.5,15,75,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (71),216,Stage,12.5,5,80,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (72),100,Stage,12.5,10,80,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (73),205,Stage,12.5,15,80,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (74),224,Stage,12.5,5,85,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (75),220,Stage,12.5,10,85,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (76),314,Stage,12.5,15,85,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
wall-fortified-half (77),61,Stage,12.5,5,90,0,180,0,5,5,5,Stage1/wall-fortified-half,Static,Object,1,1,0,0,0,None
